,MAPE,NMBE,CVRSME,RSQUARED
UnivDorm_Adan,33.65440854361534,4.270900607037846,43.053637648379045,-0.4488509715312621
UnivDorm_Adriana,16.91187320702085,3.5949743167197736,22.273321118332724,-0.1041777901392591
UnivDorm_Ahmad,23.802404137625988,8.596974813916521,30.82800406232036,-0.37793925194813016
UnivDorm_Alex,15.204337197943302,6.337196966890181,20.516101895343475,-0.5091780127032406
UnivDorm_Alka,18.45156602457791,5.685724475658446,21.88792170925892,0.7230356672141859
UnivDorm_Alonzo,13.765638335083235,8.281325226553522,17.82626868865413,-0.32351726585671936
UnivDorm_Alphonso,12.478273161370407,4.831634139954686,16.466456047403778,-0.10269623843790288
UnivDorm_Alyshialynn,17.170842351590107,3.3837109948641566,22.34235748573644,-0.10702426343736815
UnivDorm_Alyssa,9.800673387292255,-2.5226280493632047,13.353344353515391,-0.05885829747673865
UnivDorm_Antonio,17.94445039633521,6.141464234933524,22.31334025037327,-0.9110549653550077
UnivDorm_April,16.68894844976667,4.8040332995665525,21.572165958433903,-0.08430894259940414
UnivDorm_Ashleigh,6.392691625212824,-0.6407596775802107,8.62685271645804,0.2950513655054492
UnivDorm_Avery,20.877837004336904,-0.6671645948627697,26.269327884262538,-0.5099098023780566
UnivDorm_Camila,7.377501637972974,-2.5573529485611184,10.147434296563972,0.4329890307885189
UnivDorm_Candace,15.671443678912139,-0.9308614704596658,20.46374491427829,-0.7197243272513287
UnivDorm_Cara,32.74186958531741,-8.373509594175855,35.05489150776393,-0.1638919814571258
UnivDorm_Carey,32.823261716822074,-2.363453232923942,38.823015501934265,0.4158302747366718
UnivDorm_Carla,23.035739123628606,-2.887332814584654,28.098330205992248,-0.40579782955379406
UnivDorm_Carter,9.758740699216101,-2.5972453631054484,12.464037088887412,-0.3099343341601639
UnivDorm_Casey,24.20645217958319,-4.316617911648583,31.082811892743365,-0.7383837591220452
UnivDorm_Cathal,35.257691282869516,-5.590301382139977,39.05786291023809,-0.08110989644810629
UnivDorm_Cathalina,25.78098113375419,-6.017263711602381,31.053166256135423,-0.31316170329202464
