,MAPE,NMBE,CVRSME,RSQUARED
UnivLab_Adrian,22.72066600409817,5.513778491165294,31.694848896729997,0.6272115226860495
UnivLab_Aine,13.630732908654917,-3.9442124362795763,16.74534352740344,0.4594321454483613
UnivLab_Alaina,12.923058906289395,-4.243937383145334,15.21258873689345,0.32742323318659017
UnivLab_Albert,11.680592013806754,1.789165166975835,16.128030780114326,0.2735081470135292
UnivLab_Alberto,2.4074200322403416,0.9390179939913842,3.2019976944951787,0.5814091941079742
UnivLab_Alexis,15.830808865040796,3.795806750796275,21.291423308304623,0.6120323754282457
UnivLab_Alfonso,16.000486807539314,-8.931382393102487,18.08024077902617,0.2869720130285701
UnivLab_Ali,22.383765055830533,-12.98962341062009,24.478666096219623,-0.09552058230222404
UnivLab_Alina,4.285404195596049,-0.26955250584017415,5.3469695897542575,0.3987179550919786
UnivLab_Alisa,1.9593821928525748,1.1646683937025228,2.7426311755547146,0.25325920108840505
UnivLab_Allan,5.38630568971721,-1.1877057607977954,6.447119503602524,0.4358621210920036
UnivLab_Allison,104.77584696920981,8.608463099173619,77.78744137395653,0.6567473208080525
UnivLab_Amaya,5.9209516881895174,-1.6371808656860258,7.51908016665209,0.606221873853795
UnivLab_Amy,18.95289867718432,4.36418857507797,23.462807681588377,0.6965938357262145
UnivLab_Ana,27.368128362830962,-6.0359201889415885,23.421446492039507,0.756294492565964
UnivLab_Andre,7.388042201174327,-0.3212751171442341,11.043471737646874,0.4390566986173434
UnivLab_Angie,13.631078217812394,-1.2845423858858287,18.532177061808795,0.8445426280195582
UnivLab_Anita,3.117007611966558,0.2291625031667469,4.058634425470792,0.4946512212172163
UnivLab_Aniya,18.31880417211923,15.66361130158638,26.647524570998243,0.48492445454515454
UnivLab_Annabelle,7.356441336802982,5.530014860253832,9.323191348388326,0.16798655059657597
UnivLab_Annette,11.575070867965746,-0.42708267715911574,15.740174804680056,0.5937123265146649
UnivLab_Aoife,6.607184796376929,-2.0999401538481637,8.220463938397659,0.6789837082692757
UnivLab_Arianna,24.746884481314385,-12.075767069394619,26.57467155861236,-0.009611473380073399
UnivLab_Ariel,4.511163579155748,0.030967700050133613,6.061907696579738,0.6264948288912656
UnivLab_Ashlee,5.118365440201327,-0.9374773921955799,7.104002917525766,0.03181212491909735
UnivLab_Ashlynn,3.4629078225005467,-1.081684973137764,4.419523856255416,0.3395917141549587
UnivLab_Ashton,4.464116572850161,-0.7766709965182101,5.864905599994681,0.6782259869126204
UnivLab_Audra,47.646802735000314,17.272853201446146,36.14962439964562,0.41583737039249125
UnivLab_Aurora,11.001933166605186,-2.9006876203124876,15.559104818277198,0.5245503703817604
UnivLab_Bert,7.27213703564904,-1.0172847128044682,8.862549184854554,0.26762207017806927
UnivLab_Beth,9.28094067758555,-2.8154096804304385,12.57918497828584,0.3763421733468807
UnivLab_Bethany,11.376936832928546,-2.0031840904297993,15.295533871142954,0.5393650722966004
UnivLab_Brad,6.560893831622312,-1.2996766946786915,8.80980164889011,0.580826601853335
UnivLab_Brenna,12.877426413518364,-4.105712228860472,16.489179232497122,0.17467552225390626
UnivLab_Caesar,5.830113911657588,-1.9022498515646584,8.342562810538087,0.32214017615656
UnivLab_Caitlin,7.995222467856935,-1.6918064421437327,9.99213575001129,-0.4057360078828445
UnivLab_Callie,7.420539390052388,0.9745815850578642,10.82485736987387,0.5787910052174396
UnivLab_Cam,6.405816112265557,0.42282137345195914,8.849988790619138,0.39089771527637684
UnivLab_Camryn,26.929544755149582,1.8789644132591492,34.23967261870415,0.3711143328914859
UnivLab_Carley,10.014312656857188,3.5098290684293225,12.975853008113184,0.38782322174850137
UnivLab_Carlos,7.471253612168277,-1.21907264130291,9.545307716179071,0.403321315455602
UnivLab_Carlton,5.206791372169066,1.1556277090633005,7.0889556990051545,0.6112770715429634
UnivLab_Carol,9.026556128448027,0.7414247424822846,13.536313945125151,0.6114558974618777
UnivLab_Carole,2.85025578130779,0.004083981194293111,3.5965176717136744,0.29946028894132604
UnivLab_Cayden,10.119812459471088,-1.3486222320493984,13.209205102233929,0.30428079862710145
UnivLab_Cecil,6.09351934487387,-1.117169273137258,8.136067566982385,0.5110503781406532
UnivLab_Cedric,9.040312595931239,-2.7183950912673946,11.69836715640679,0.5083141968346043
UnivLab_Cesar,12.995909013110296,2.2250070695216975,17.045671622560775,0.023606587944626
UnivLab_Cheyanne,4.607310700227815,-0.10319899777727017,6.0871438689988695,0.50712732220576
UnivLab_Christine,13.097462219831504,1.0903459879461412,17.831807233457592,0.3832183155954565
UnivLab_Christy,9.534191077191933,1.678312281472917,12.712222061319842,0.43208582092312486
UnivLab_Ciel,15.992501656840602,-6.438652246427004,19.992478055626247,-0.4958922457623658
UnivLab_Cindy,10.7401164040789,-0.5114121130647922,14.129826611212359,0.46294853973010597
UnivLab_Clint,23.710120507423092,1.0367963253641734,33.329126382981265,0.4823270121546077
UnivLab_Clodagh,20.37371346208481,-2.1095411469168086,29.84456595093129,0.32390344606431587
UnivLab_Collin,9.838370485452431,-1.189209534037383,11.974547725338166,0.1519314868764352
UnivLab_Cory,4.935689187798442,0.04108694001097573,7.476585924543804,0.5162987213994609
UnivLab_Cristian,6.740133407543605,-1.169131609251977,7.91948017755184,-0.015935868985736956
UnivLab_Crystal,5.772589003224991,-3.346127830188048,7.246131489355686,-0.42115369807517067
UnivLab_Dianna,7.34358206503571,-1.5826080161325369,9.124611203673119,0.325743169392013
UnivLab_Lauren,14.454337204922115,4.14544401837635,17.616933163491495,0.12325537959739152
