,MAPE,NMBE,CVRSME,RSQUARED
PrimClass_Angel,65.36495335685912,-2.397271673889468,42.924041852590555,0.7026275161928268
PrimClass_Angela,35.90565023753651,20.36613254807709,51.865053372279625,0.3183213187117555
PrimClass_Ebony,18.226204316258553,-0.7325960241520214,24.530931253803296,0.6508536010490527
PrimClass_Edmund,63.842758879922975,-19.196018849449263,72.94049464545333,0.33169824559792127
PrimClass_Edwin,39.657176263720906,10.887314580823054,51.98205793606921,0.43927035500318945
PrimClass_Eleanor,43.243989553910154,-4.41683370639767,56.09428471176262,0.5232238201744865
PrimClass_Eli,26.279168894659865,-0.2328687048006295,35.35106199196321,0.5434879299450402
PrimClass_Elijah,31.946614074955626,-7.923969838696454,38.54529178427342,0.07485865725139318
PrimClass_Elisabeth,49.024884322899204,3.6404114403473633,46.53080280320999,0.6112916490458882
PrimClass_Ellen,39.43226930290349,7.705635330005769,55.084151880136375,0.5286488023793482
PrimClass_Elliott,29.574119192719955,-3.5189943994132173,39.92839998715761,0.4671187909441161
PrimClass_Elmer,23.410604333465717,4.410801902643385,33.89011825030385,0.6194738490259541
PrimClass_Emanuela,754.8795812250856,3.96012373492834,59.60303092132538,0.5483615632668015
PrimClass_Emilio,36.27738799900712,-5.056536718889983,36.72922906071836,0.631867817000308
PrimClass_Emily,34.86309555993359,-2.7629854222261674,35.88527119720934,0.4352159363990121
PrimClass_Eoghan,45.04107957756209,-6.045650513040418,35.404031849060495,0.5514578306805988
PrimClass_Ernest,23.563879915155688,0.7391624777184345,31.093632022367967,0.6641377337153186
PrimClass_Ernesto,41.58177267382055,12.196067138352998,56.7827130536686,0.37365229906794284
PrimClass_Ervin,28.039979264988197,-8.172137390898607,30.619677012770985,0.6900586159768477
PrimClass_Esmeralda,44.90727022490746,-6.802373359162341,35.4104611561026,0.5512583019751292
PrimClass_Ethan,20.52749782718172,-4.695861848947862,27.56011132870828,0.557225536726218
PrimClass_Ethel,44.58624226753283,-0.5994497989192481,46.46626946152586,0.5772499702740461
PrimClass_Eva,80.47604906717807,-15.209279229316627,65.4432846158848,0.3377082164600188
PrimClass_Everett,24.805601105055715,-8.892117554543495,27.078966143532913,0.38105727809787704
PrimClass_Evie,20.749733515675032,2.279707619673555,29.65510472407006,0.6569139470134533
PrimClass_Ezekiel,31.102870043768423,4.5634053008711035,38.63755887683247,0.5903097419353228
PrimClass_Ezra,31.257303599971713,-7.5410900119895485,37.42147057767886,0.12811338989888943
PrimClass_Jacob,2614.1244751727663,-15.863637927928004,56.02187017976912,0.05300141288141613
PrimClass_Jacqueline,488.9411823359143,-45.877570426420576,103.99066298445236,0.047266967766819934
PrimClass_Jacquelyn,501.81800961477796,-38.593262693214186,94.07422244213558,0.12051117273928513
PrimClass_Jaden,395.1658961507488,-41.13253575616153,103.63988773648711,0.029857389608195506
PrimClass_Jaiden,1356.3492678720365,-40.52566939390176,121.06099872394354,-0.09451391512511731
PrimClass_Jake,227.81949843562583,-28.219984697024604,70.36110457600671,-0.01948775257329083
PrimClass_Jamal,703.7741765114123,-49.11569980784867,130.34071778868417,0.11354111795307509
PrimClass_Jamie,2356.8127181375885,-16.471640592393022,51.53803297057296,0.13330209930160375
PrimClass_Jane,133.1938650900252,-12.306266435647323,57.90783360991496,0.11188012116734303
PrimClass_Janelle,817.8461390716681,-73.88371605678483,157.45391550613598,-0.2586209749334776
PrimClass_Janet,209.83755511805015,-28.55523330604168,85.27125559504839,0.12248739758145433
PrimClass_Janice,524.5130039577382,-11.137058767695615,71.28924081895978,0.4695229240244304
PrimClass_Janie,590.7099387977338,-42.29370006750609,107.72411128866577,0.06502110442927067
PrimClass_Janis,386.69298721797145,-41.107054895470846,103.62545658580757,-0.07181734528859973
PrimClass_Janiya,655.4446349685716,-45.852454109036316,117.35373482389059,0.1026031006121404
PrimClass_Jaqueline,393.27751306944594,-39.21342347332482,94.07141971151873,-0.12398727381614427
PrimClass_Jarrett,362.314410818851,-34.36486801640662,77.74653311204841,0.15274947078235124
PrimClass_Jasmine,545.5084912735799,-42.46725226246422,110.74922553988544,0.0032291415602616613
PrimClass_Javier,603.5998182493167,-37.794044744707364,97.4504862485629,0.11319296657001932
PrimClass_Jaxson,4490.404260284186,-32.258412208566575,89.48973726632788,0.10841793871081107
PrimClass_Jayda,474.49920632562515,-54.537705448645724,128.60079854130265,0.11785792455045452
PrimClass_Jayla,394.79990093599343,-35.603623449894265,89.33373691175356,-0.03815528047326344
PrimClass_Jaylin,259.75411905632495,-40.83828746334159,121.47139486598181,-0.019504140312656792
PrimClass_Jaylinn,569.9822149506275,-43.95885554517084,105.93633946142086,0.13676883175428867
PrimClass_Jayson,3216.893053891691,-37.01875491498331,84.87494859861529,-0.062340679615225714
PrimClass_Jazmin,147.00241186481477,-17.332881374774413,78.63422475751541,0.22167339438153544
PrimClass_Jazmine,393.674572747005,-40.86177280133247,95.69385310295624,0.015960327108682892
PrimClass_Jean,527.7240529437768,-37.791296105167596,91.21862485403938,0.09742582086685447
PrimClass_Jeanette,188.04984986519145,-20.005435140978108,61.57256244986078,0.33190861856787357
PrimClass_Jeanine,763.1053021463532,-48.052039304880964,120.20617682285545,0.011324893542004388
PrimClass_Jeannine,3351.863507610409,-28.066393694915547,77.44478817821768,0.07866213418614643
PrimClass_Jediah,352.6299097237131,-41.92903094584996,92.4287492306197,-0.07269063958108246
PrimClass_Jeff,436.5896560962974,-53.85937550442097,108.47072336815137,-0.2638014184700024
PrimClass_Jeffery,158.63825709647713,-17.071762033971208,67.79698510554461,0.24768989097309302
PrimClass_Jeffrey,372.8840441204909,-26.191624749305266,81.05935905121639,0.3051726072369755
PrimClass_Jenna,369.09250799558765,-21.126320646579885,61.08200076545975,0.18611762609872817
PrimClass_Jennie,364.0243434889035,-45.44124571239993,100.65950069865079,-0.07595134206683585
PrimClass_Jennifer,428.3962252374448,-39.47035198593865,98.5196386731693,-0.04014060186694124
PrimClass_Jensen,571.1561035184192,-52.231483540645755,115.02722737452667,0.028510905957424004
PrimClass_Jeremy,448.1693188065142,-47.07534616664731,106.32933660973659,-0.04973465742749461
PrimClass_Jermaine,696.3111332640212,-55.38719082226291,131.1187222813949,0.051076401036036057
PrimClass_Jerome,4631.798148340678,-46.17845182549643,109.85112981506045,-0.06415538600893345
PrimClass_Jesse,615.929936541378,-66.25733714036664,121.83882308318023,-1.2678605769424252
PrimClass_Jessie,415.95763302818096,-42.37189572004406,99.79899765889047,0.07419685707378243
PrimClass_Jill,466.89440674466704,-45.41919633668035,103.54029381797875,0.0189776674572234
PrimClass_Jim,374.16749743054925,-43.50700930883857,109.37846978046474,-0.06328381213505008
PrimClass_Jimmie,508.89030410092033,-38.99799529665726,96.03506821071336,0.17442617139409622
