,MAPE,NMBE,CVRSME,RSQUARED
Office_Abbey,16.815768838861,7.181518025594367,25.87011819400777,0.40018152733086143
Office_Allyson,21.409147523458437,8.417302109905293,42.66912319164229,0.41597195694124256
Office_Amelie,30.759707909948673,1.6451243331712142,36.01748109818085,0.7847057594441733
Office_Ava,22.82508663939476,9.012571664906273,40.05517832239188,0.5065678206585922
Office_Ayesha,490.40020073387257,-0.020259978646487962,29.50028807725078,0.4936027451724879
Office_Bobbi,26.763114657896033,-7.43853805684527,29.36684080389938,0.45215716459146815
Office_Caleb,18.129645836474285,0.11703080341382698,27.8936821958772,0.5723066166632453
Office_Cecelia,30.73691420026429,-5.93727132657845,32.67634130522385,0.19115440879765433
Office_Clifton,22.313447049463004,-2.790649416615622,30.791950828470657,0.39461634403674684
Office_Conrad,18.055585863943506,-0.8753903906770043,22.954632910815246,0.06093630014277973
Office_Cristina,21.225875713031922,1.0541924066325037,24.66763121007184,0.39118607506649883
Office_Jackie,783.3850193483452,-15.83643996149203,65.72682490714081,0.5904999798427414
Office_Javon,264.0407970539217,-6.863359860852573,30.3332891481666,0.14805936044431323
Office_Jayden,126.14692334187284,-12.349497993574508,53.61134341462884,0.39517774862825994
Office_Jeanne,664.6946242506449,-12.396417443977283,53.98154265122444,0.6277488505232321
Office_Jerry,92.52095702260344,10.184612270788424,44.807085381841596,0.3622237062166117
Office_Jesus,134.70437929126072,6.739775266157466,29.87613631055983,0.39607827319401756
Office_Jett,168.02294391210927,-8.160714055667267,58.32687964817959,0.33841079545226616
Office_Joan,253.56433384107385,-18.85229781038299,56.2572390807598,0.34838714005140026
Office_John,2316.700116009246,-9.642093996766734,30.187988620151582,0.3994631038831925
Office_Lesa,32.05024564811596,10.0187717713871,39.94070964972197,0.21393461176958595
Office_Malik,20.446209901762625,0.7522873719067206,24.504283554903544,0.8069331585073056
Office_Marc,24.589832204682295,1.5438309135708217,29.483013169821017,0.7302733319739623
Office_Marcus,25.073980762400677,3.5457660499578396,28.4494115788079,0.5690926568760288
Office_Marilyn,31.03427258363567,0.8770984114513017,44.040776227748424,0.18672348661550586
Office_Marla,10.3278815341001,1.685267686726431,14.802682457199621,-0.039536097225803646
Office_Marlon,30.05983606372895,1.2093271704308264,36.12246950964277,0.7578409436197162
Office_Martha,22.371499245216846,1.6153737707287494,28.28766208227969,0.6267716605150204
Office_Mary,20.554689042021167,-0.433752100102118,25.914189228079877,0.7089235859333669
Office_Maryann,39.964735645300095,-4.374260532376377,37.31515087878171,0.448527402637967
Office_Mat,15.015946719251556,0.9120760089615774,21.170070772581465,0.5081832620847271
Office_Maximus,45.28812926237133,0.0434131251514657,46.23876934091336,0.6902360451285107
Office_Mercedes,12.203166104884572,-1.7604603246865962,15.376993426927,0.5848740377494336
Office_Michael,24.01096657886072,-0.6372211024524934,29.212751809998732,0.562080454018875
Office_Mick,13.8810518327359,-1.2790466498873376,21.50159148145281,0.46347292227398684
Office_Moises,15.632051449727483,0.3896632203470774,19.3150867628038,0.6555862635213809
Office_Monty,26.099536227142984,1.734914402666524,29.216550631258908,0.7340983357031908
Office_Moses,8.110415536592503,-0.34361736318554803,10.177460650401922,0.6005050882440671
Office_Myron,26.47782972507679,6.454134679085658,32.78228255689797,0.6952451588544538
Office_Nelson,15.323071306382333,-2.5026235664619314,19.952991444653925,0.6114964327338153
Office_Pamela,22.00280819829932,4.005610428382647,29.333299205446636,0.48434850251228956
Office_Scottie,20.4190084112774,-6.038005880879018,28.03468574695364,0.5641373308042281
Office_Skyler,32.67883288155537,-10.61178303284127,39.38014356774613,0.49112742177407953
Office_Tod,17.991762583519417,-1.2570460706954016,27.25616069105972,0.5963928580627548
